"id","brand_name","app_id","status","priority","current_value","projected_roi","market_cap","last_updated","deployment_status","owner","created_at"
"013c42f9-76db-429c-be76-0a39e6e1f303","gaming sector","e5740d17-712b-4ec0-a0d9-8bf389ccfe8f","not deployed","GAMING PLATFORM","R29800000","214%","R52600000","""2025-08-19T19:25:41.041Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"09ed7175-c19d-47a6-a688-d06961b35fe0","CodeNest™ Partnership Proposal","6652cabb-f7f3-4de3-9d3e-b7d2859690aa","success","PARTNERSHIP PLATFORM","R35900000","271%","R63800000","""2025-08-25T20:13:13.567Z""","Deployed","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"0f630e2a-10df-4453-adaf-9e6aea83dcf8","Cloudflare Workers","3589efb3-1622-44a4-b328-e6006b110522","not deployed","EDGE COMPUTING","R34700000","262%","R61800000","""2025-08-27T06:09:25.867Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"10881a92-0b2d-44dc-8bd5-b82cfe30de5f","ClientMine","72314bd4-ee84-450e-acfd-21b4c19142a3","not deployed","CLIENT MANAGEMENT","R21650000","154%","R38900000","""2025-08-15T18:09:36.998Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"10a44415-4460-4c15-98d7-447a871088cc","KitchenBuilder","f29722ed-3f66-4b82-967f-baa9d4af9904","not deployed","KITCHEN DESIGN","R19450000","140%","R34200000","""2025-08-23T18:30:45.331Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"129c8a2a-1132-4daa-9819-93db7e6fac29","Justlink","f06948c9-7b7f-499a-a80e-c5abaf9a0cc2","not deployed","LINK MANAGEMENT","R10850000","78%","R18500000","""2025-08-23T02:42:04.409Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"170b34e0-0821-4cd5-97f0-dc3c8bcc67ac","PilchardSpoon","82f13474-799f-4147-8af9-f264b2cd515a","not deployed","PILCHARD TOOLS","R9200000","64%","R15800000","""2025-08-23T06:20:47.308Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"17f6f883-0372-477a-853f-aa4f5822d68b","🌱 Fruitful™ | Global Agriculture Dashboard","7d097a12-db37-4af8-90f4-c683b364f23f","not deployed","AGRICULTURE INTELLIGENCE","R33850000","256%","R60400000","""2025-08-26T01:20:21.300Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"18443c63-2f77-4653-91d7-9f52d075190e","WebPageBuilder","1e5d3b08-b0c2-4ce2-a31d-6c3dddd20896","not deployed","WEB DEVELOPMENT","R17300000","124%","R30800000","""2025-08-15T14:59:33.969Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"1ed91b6d-feb9-49d1-b982-5809aa53015a","ZohoConnect","d9314dd3-9e81-47de-b856-cf45bcb38549","not deployed","ZOHO INTEGRATION","R18600000","133%","R32700000","""2025-08-26T22:22:47.349Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"21510c36-f9d8-486b-942d-805014fa81c5","WaveHub","fb15cacd-3087-4bc6-bbbc-9f05a8fb150c","not deployed","WAVE TECHNOLOGY","R28650000","205%","R50300000","""2025-08-23T03:23:19.318Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"23aa2d9c-cd49-490e-891f-4e7c529566e6","FlameTreaty","8683e986-c5b5-42b9-a15e-a1354d51bac6","not deployed","SOVEREIGN TREATY CONTROL","R67890000","892%","R156000000","""2025-08-28T08:49:17.027Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"2448dae6-d525-4989-8200-4645016dbcb9","Madisha Security","77513d18-4a2f-4304-8f54-e0b04e50fc98","not deployed","SECURITY SYSTEMS","R26900000","187%","R47200000","""2025-08-15T11:11:28.965Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"24628177-253b-43c7-bb76-a1e8ffd25970","CornexConnect","c6d50678-300c-4430-b137-e40e3136fd0b","not deployed","CORNEX INTEGRATION","R23750000","169%","R41300000","""2025-08-23T02:36:19.280Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"2bf10f2e-afff-4568-a185-d967fc8cb696","RenovateLink","460ee100-9703-4251-bd39-0f66116bb11b","not deployed","RENOVATION SERVICES","R18900000","136%","R33400000","""2025-08-22T00:19:14.071Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"2c8aeee8-5e6a-4b00-be49-6e4eab1a57ad","omnigrid","3107146a-2111-4152-a4c7-e767ff084bc4","not deployed","OMNIGRID CORE","R76500000","612%","R134200000","""2025-08-13T16:31:08.025Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"37f3c400-6d88-4efc-a95a-1a47896dc83a","Fruitful Phyton backend","f00a6c7d-bdd2-4540-b578-6baeff911dea","not deployed","PYTHON BACKEND","R24950000","178%","R43800000","""2025-08-24T22:15:23.513Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"44c32d87-2b72-4b5e-bd91-3ca27f27e9ea","Storage","b9b01291-2c5b-4e76-b7ab-290e86c7e97d","not deployed","STORAGE SOLUTIONS","R20800000","149%","R36500000","""2025-08-28T01:23:00.617Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"4b6507e7-caca-4714-a791-d46da5a24837","TextReader","dcc82ba0-af99-4a6f-8350-1e75e33a2e45","not deployed","TEXT PROCESSING","R15600000","108%","R27300000","""2025-08-23T14:03:30.673Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"5456bf6d-407a-40de-ae94-a2a8a03ebdf9","VaultPrayer","427f856e-ef35-4a4a-8fc1-fc527078e23f","not deployed","SPIRITUAL SECURITY","R8650000","54%","R14800000","""2025-08-27T20:36:51.861Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"546a93cf-0bb7-49ce-8906-c896955d6cd1","LaundroAI","c1104749-a278-4adf-aff8-ef9b6c80610d","not deployed","LAUNDRY AI","R9450000","67%","R16200000","""2025-08-27T11:34:58.611Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"6a7ea306-9f9a-4924-add2-8c0bbd50f502","HealthTrack","8eb690a4-558d-46bd-97e1-1d962034e1b8","not deployed","HEALTH MONITORING","R30200000","227%","R53400000","""2025-08-26T00:45:32.795Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"721c525d-3f33-4a98-84df-6144aeaff4d5","Routemesh","a303d341-67cc-4564-816f-8cf5eb487d48","not deployed","ROUTE OPTIMIZATION","R22800000","163%","R39600000","""2025-08-23T14:03:32.843Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"724dc468-8044-4715-8519-82e0bedb56ce","CornexSite","6bfbb87f-5965-4b91-8b0a-98550daca60e","not deployed","CORNEX WEBSITE","R14200000","96%","R24900000","""2025-08-23T19:01:09.757Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"7552e86a-a567-44f2-a793-ac441ae6de5e","Audiomesh","b4ffc184-9288-42bd-8a99-f4678d94801c","not deployed","AUDIO SECURITY","R19850000","145%","R34700000","""2025-08-27T20:04:33.705Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"76822307-fbd7-49af-b9ae-9c511f98f4be","ReplitMission","67337d1f-ed8b-4162-8c5b-e5aaaadd433e","not deployed","REPLIT INTEGRATION","R16750000","118%","R29100000","""2025-08-23T13:28:16.933Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"85b35394-b55c-40a4-85f1-addb4bb54519","AITextAnalyze","484bff7a-d3e5-430f-9e8a-ee1b4d3594b0","not deployed","AI TEXT ANALYSIS","R25400000","182%","R44700000","""2025-08-23T04:22:39.291Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"86b60bb3-378e-44dc-adc4-c2a30686bc50","🔹ScrollBinder_One :: SB1::AtomicScrollEngine","818d9ec8-56d8-4563-ad70-860edf0a2444","not deployed","ATOMIC SCROLL TECH","R41600000","312%","R74300000","""2025-08-27T11:38:09.405Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"8b88502f-5fbe-44c8-b555-bdee70430577","Fruitful Coffee","faaff2aa-20ef-481a-805e-223830a9a489","not deployed","COFFEE BUSINESS","R14600000","98%","R25800000","""2025-08-22T17:34:42.344Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"9775c9ce-3544-4ce6-85df-daaf9b4a4415","DoodleDash (1)","d0ee1139-7448-4bea-9f3f-2347b769d1b2","not deployed","CREATIVE TOOLS","R8750000","58%","R14200000","""2025-08-15T14:50:14.827Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"987ef618-987b-492b-a25c-c5f4fd9bc3cd","Fruitful.Planet.Change™","b9d3cbae-0dea-49d9-8581-20274bc8ce15","not deployed","CLIMATE ACTION","R38920000","284%","R72500000","""2025-08-28T08:47:51.387Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"9ad5992f-853c-4fea-bffe-11c9ff882ba9","🔬Fruitful Global CodeNest Enterprise Platform","8db49430-343a-4e36-9a89-56bd52398c62","not deployed","ENTERPRISE PLATFORM","R58900000","467%","R104800000","""2025-08-13T19:48:25.078Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ab3e2e0b-476d-41df-9724-ba5fafe62cba","Fruitful Home","9eac3796-5d42-4b33-b564-e9d076c2b09e","not deployed","HOME AUTOMATION","R27850000","201%","R48700000","""2025-08-25T15:12:49.998Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"add53bac-709a-4037-b4bf-24006e68db90","OmniTreaty","f9c6dd49-f323-4d6d-ad26-8a46b0511890","not deployed","TREATY MANAGEMENT","R35400000","267%","R63200000","""2025-08-27T20:06:48.738Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"b1a1a9cf-eb11-4463-b705-6d9ef087c3c4","OmniLedger","82c85828-929b-43e9-9a89-eab80f45a849","not deployed","FINANCIAL LEDGER","R31200000","234%","R55800000","""2025-08-27T20:04:07.056Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"bf62990c-879b-4db3-9309-ed53979daf42","BushPortal","d55d356f-3432-490e-b033-e0478c8e91f8","not deployed","BUSH TELECOMMUNICATIONS","R24700000","178%","R43500000","""2025-08-27T07:31:02.984Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"c2ebcc24-267d-4eaf-9c5e-1a72e047c6c1","LinkShorten","edd1f941-f555-45a1-9edf-e6d2ae686e6d","not deployed","URL SHORTENER","R12350000","87%","R21200000","""2025-08-23T10:42:25.624Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"c90b8f94-f85e-4f0b-ac89-15b0ebefffe0","FruitfulAssist","7b469bc8-77a5-4542-8465-ba267ba2b198","not deployed","AI ASSISTANT","R22350000","156%","R41800000","""2025-08-28T02:57:19.853Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"cc439a85-e33b-4bfa-9829-98bd49bf1d14","sovreign srolls","ff851659-5c22-483a-ba59-4f55d9691886","not deployed","SOVEREIGN SCROLLS","R42100000","318%","R75200000","""2025-08-19T19:25:12.037Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"cc9199db-c375-45a2-bc39-fd87c5d9825c","SeedShake","132c8c1e-811d-44ae-b3c7-46e2d6ec532e","not deployed","SEED TECHNOLOGY","R11250000","84%","R19600000","""2025-08-12T21:15:21.010Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"d681bb42-584a-418d-8912-a970c90dcacf","WorkSpaceMind","f78918ed-ca08-416d-9ac4-16d0e07943c4","not deployed","WORKSPACE AI","R31600000","238%","R56200000","""2025-08-24T17:27:45.964Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"d750d27a-acfb-4ad4-94df-80cd51c8c39c","AuthFlow","f4eee163-b75c-4d52-80f7-72041f5d071b","not deployed","AUTHENTICATION","R13800000","92%","R23400000","""2025-08-13T16:27:46.679Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"db68bc86-1914-4415-9844-9dbfdcf88053","🌐 VaultMesh™","e7300f80-edff-4045-b1ec-28d791f853a0","not deployed","SECURE MESH NETWORK","R52400000","428%","R98600000","""2025-08-28T00:18:27.526Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"db75486a-bc07-4334-8d98-71fde2147901","Fruitful Global SecureSign™ NDA Portal","49eb584f-57b9-4ea5-8a8e-c756600566fd","success","HIGH SECURITY","R45750000","347%","R89200000","""2025-08-28T08:49:12.249Z""","Deployed","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e0293c55-bc2e-436d-a11d-87a1e3e5317b","Fruitful Payroll OS","236713b2-d3b1-4995-a4d0-98a2f85863e5","not deployed","PAYROLL SYSTEM","R26400000","190%","R46200000","""2025-08-26T02:27:42.630Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e02ded7d-2222-497c-a8b0-d296b719d368","Agent University","09641c8c-e9b4-4e79-a7f9-a34048feaf11","not deployed","EDUCATION PLATFORM","R15750000","98%","R28500000","""2025-08-27T22:30:34.859Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e4278964-c11e-4ae6-ba3d-f451634a3c91","AviationIndex","268b02f4-7556-4e5a-8dfd-e0ba9aa14476","not deployed","AVIATION INTELLIGENCE","R33400000","251%","R59700000","""2025-08-19T18:41:52.998Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ed0edb49-053b-4f0a-a3c7-83f56d689e3d","🌍 FAA™ Mining Intelligence Grid","ae8e971f-0bb7-4446-a547-e0aadc3efe51","not deployed","MINING INTELLIGENCE","R44200000","334%","R78600000","""2025-08-15T18:18:01.526Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ef9d1acf-6fc7-415f-9ee9-a9791df8fe19","🏛️ Municipal Intelligence","6c0119b3-94a2-481a-a63a-9527fb11281e","not deployed","MUNICIPAL AI","R27300000","198%","R48900000","""2025-08-23T01:48:12.266Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"efdda822-0c0c-43df-a3c6-7f7308c14bc2","🏠 FAA Real Estate AI™","7e6e94ce-4950-4b0e-92db-cd7d6a2a7425","not deployed","PROPERTY INTELLIGENCE","R29650000","189%","R58400000","""2025-08-28T07:55:39.069Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f33202b6-fb9b-4dfb-975d-2bf47eb92452","DalfinCare","aa067d66-7b3e-4689-a983-7410a8105671","not deployed","HEALTHCARE SERVICES","R32200000","243%","R57400000","""2025-08-23T03:09:50.224Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f337f37f-1057-4fb9-8cb8-175f110c8720","SeedwaveConnect","4fb1cc1d-95ad-45df-912f-a5a6f62456c3","not deployed","SEEDWAVE NETWORK","R37800000","286%","R67400000","""2025-08-24T21:57:12.429Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f8c65a93-7f07-4c05-864d-6dca868a4900","Frtuiful Kitchens","57b2df95-0ba7-4df0-9f02-fe5ede81b4c5","not deployed","KITCHEN DESIGN","R18750000","134%","R32900000","""2025-08-28T02:12:32.866Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"fb56b70c-ea6f-4052-9268-b00def6bd5cc","SigBuilder","0bafcbb7-8b1b-4264-ace9-baf3983c3d15","not deployed","SIGNATURE TOOLS","R12900000","76%","R22100000","""2025-08-27T21:08:10.370Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ff9dde9e-3bfa-445d-ad94-9cadd2a0d2df","☯ Lesotho Heritage","b0800951-9267-4902-bce6-787b228c2c89","not deployed","CULTURAL HERITAGE","R16400000","112%","R29800000","""2025-08-13T16:26:15.643Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"fffc24a5-c850-440e-b0ed-da98de33374d","BaobabTree","af447cfa-c0a4-4f44-872d-6083e2ed7e73","not deployed","BAOBAB ECOSYSTEM","R41300000","312%","R73600000","""2025-08-24T22:47:11.225Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""